,0,1,2,3,4
106,2021-12-05 14:11:04+00:00,dntwntyn,0,0,"TW: depression, harsh words

A parallel of having the same scenario but with different outcomes...

a thread;"
107,2021-12-05 14:11:04+00:00,pinkhenstudio,0,1,Peach Depression Glass Candleholder       Hand Painted Glass Candleholder Pair      Vintage Small Candleholder… https://t.co/32TRDf9voG
108,2021-12-05 14:11:02+00:00,spacemanrhys,3,0,"food cw //

depression meals just feel less pathetic with my cute new dish set.. https://t.co/uIY2zut2To"
109,2021-12-05 14:10:57+00:00,NonjabuloKhoza,0,346,RT @palesa_moloto: Depression is hard to deal okes. No ways 💔
110,2021-12-05 14:10:57+00:00,JasonInDenial,0,8,RT @LemonyKlem: Chocolate cake with coffee for breakfast? Yes. See. The coffee is what makes it breakfast and not just depression.
111,2021-12-05 14:10:56+00:00,danielfazal_,0,7573,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
112,2021-12-05 14:10:54+00:00,bittimez,0,0,GOD BLESS U 💕 U PAPA 💕 THATS A LOT CAST UR CARES ON THE LORD THATS A HEAVY BURDEN GOD CAN HANDLE IT DO UR PART U DI… https://t.co/TAoQmUeXsP
113,2021-12-05 14:10:52+00:00,Depression_BTS,0,935,RT @rubyveecus: เจอสิ่งนี้ที่เชียงใหม่ น่ารักมากㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ https://t.co/FDemIx0Rmh
114,2021-12-05 14:10:52+00:00,liz_delgado99,0,1859,"RT @3dLooks: depression isn’t always looking and feeling sad. sometimes it’s lack of motivation, excessive sleeping, poor eating habits, un…"
115,2021-12-05 14:10:49+00:00,jaimegoldmanfrr,0,0,@leelouu666 C la saison de la dépression moi je suis faible
116,2021-12-05 14:10:42+00:00,griefminister01,0,0,Good mourning all. Resources for your grief journey https://t.co/U2dFkkJUNz #loss #death #grief #mourn #bereaved… https://t.co/nVjtd2bKvI
117,2021-12-05 14:10:37+00:00,reshmaamerchant,0,2,RT @Meddocslu: The concept of anorexia of aging in late life depression: A cross-sectional analysis of a cohort study https://t.co/p2RjjItS…
118,2021-12-05 14:10:37+00:00,Depression_BTS,0,131,RT @VIC_N_twt: กุกมินเป็นแฟนกัน
119,2021-12-05 14:10:36+00:00,nataliabyonhosa,0,7573,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
120,2021-12-05 14:10:35+00:00,New7aint,0,2,"RT @ItsMissFae: Capricorn, Sagittarius, Libra, Pisces
                   -Love Message-
finally healing from a heartbreak situation is goin…"
121,2021-12-05 14:10:35+00:00,Didikatz,0,1,"RT @shannonrwatts: @pmarkhamcpp Again, anecdotal. There is no comprehensive data showing these drills save lives or encourage students to b…"
122,2021-12-05 14:10:33+00:00,Iquuu8,1,0,Biggest cause of depression... 💔💔 https://t.co/rbcmHo3iBP
123,2021-12-05 14:10:30+00:00,mayhem_father,0,19,RT @ajayMkhatshwa: People are dying of depression and they can't tell anyone because they are afraid that you'll gossip about them instead…
124,2021-12-05 14:10:30+00:00,corpsebabygirl,0,0,Hello depression my old friend
125,2021-12-05 14:10:28+00:00,Giogio76241274,0,2496,"RT @FrostStarlight2: Denial
Anger
Bargaining
Depression
Memes
#Albedo 
#GenshinImpact https://t.co/SqLgTL12aY"
126,2021-12-05 14:10:27+00:00,SnehalKhajure1,0,0,"Who wrote and handed over the script of depression theory to bollywood to read out from on 14th June?
@PMOIndia… https://t.co/bC8CBiNhN5"
127,2021-12-05 14:10:24+00:00,PhilipAysha,0,14,"RT @Hans4Kaur: Two rules for a peaceful life: Depression in failure should never go to heart, and ego in success should never go to the bra…"
128,2021-12-05 14:10:24+00:00,Depression_BTS,0,247,RT @Minkookearn4: เดี๋ยวนี้จีมินตีอกเจเคบ่อยมากก
129,2021-12-05 14:10:21+00:00,maychargualaf,0,0,@stllakidd Literally my heart keep dropping to emotional depression!!! I hate to see KellySeveride in so much pain.… https://t.co/6ccxt5uZ8g
130,2021-12-05 14:10:19+00:00,munsif_anwar,0,0,Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart… https://t.co/HJUGvoDoeM
131,2021-12-05 14:10:18+00:00,Nampuki,0,0,Valorant to cure my depression 👽  https://t.co/PFmyQRwTyv
132,2021-12-05 14:10:17+00:00,Depression_BTS,0,3231,"RT @boobootaetaee: 13 ตุลาวันเกิดจีมิน
5 ธันวาวันเกิดซุบิน 
ตึกเช่าเก่งอ่ะมีวันหยุดเฉลิมพระเกียรติด้วย"
133,2021-12-05 14:10:13+00:00,BulletxMoon,0,2496,"RT @FrostStarlight2: Denial
Anger
Bargaining
Depression
Memes
#Albedo 
#GenshinImpact https://t.co/SqLgTL12aY"
134,2021-12-05 14:10:13+00:00,IbnMangara,0,7573,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
135,2021-12-05 14:10:13+00:00,nayaaa____,0,119,"RT @jamalhbryant: Dear Lord today, unplug whatever would amplify anxiety, drain the floodgates of depression, alleviate the unnecessary fro…"
136,2021-12-05 14:10:13+00:00,pr9000,0,0,It’s his most relaxed and self assured work. I think this is the point he finally got over his depression over the… https://t.co/CCjokbSmXn
137,2021-12-05 14:10:09+00:00,fjuszynhh,0,86,"RT @dozingallium: c!Phil is like that school counciler who goes

""hey champ 😁 we don't use big words like 'depression' here you're just sad…"
138,2021-12-05 14:10:09+00:00,themeghanlodon_,0,6,"RT @SwarmingTheSun: There's a fuck ton of people who've never had depression, but were bored once or sad on a weekend who think they've con…"
139,2021-12-05 14:10:04+00:00,singh_pinta,0,6,"RT @ReenaTiwaari: #अध्यादेश_लाओ_शिक्षामित्र_बचाओ
Respected PM sir and CM sir we are now depression because our family is gone to be exhaust…"
140,2021-12-05 14:09:59+00:00,schmeterpitz,0,0,"(3) During the Great Depression years of the 1930s, many of Philadelphia's theaters, empty &amp; unused, were torn down… https://t.co/LNwrbA8w1F"
141,2021-12-05 14:09:58+00:00,orenlogi,2,0,"Arwah itu kena rogol, dipaksa gugurkan, lepas itu bunuh diri sebab depression. Masih lagi salah dia? Moral yang dia… https://t.co/bH01nmSaSb"
142,2021-12-05 14:09:56+00:00,_dailydxseofray,0,18756,RT @DesignerKru: Depression/Suicide IS REAL. A person can legit be smiling 24/7 but dying inside.
143,2021-12-05 14:09:50+00:00,woctxphotog,0,4,RT @tristimania101: The anger i feel…. #bipolar #bipolardisorder #anxiety #depression #autism https://t.co/A3TQdHhtsr
144,2021-12-05 14:09:50+00:00,Evie653785531,0,1,"RT @FrankAmari2: @GOP Remember when THIS was reported on January 8 and the @GOP tweeted about it, over &amp; over again?

""Trump Leaving Office…"
145,2021-12-05 14:09:48+00:00,MadhumitaroyC,0,38,"RT @kundu_koushani: Was he the script writer of Sushant's fake suicide &amp; depression theory ? 

CBI Penalize RheaC 4 SSR Case
@PMOIndia @HMO…"
146,2021-12-05 14:09:45+00:00,mariacamdo,0,0,":53 to :58 seconds always hits me the hardest… 

this post-concert depression really hitting me so hard at random m… https://t.co/pzMtO8wNhe"
147,2021-12-05 14:09:45+00:00,Yayu_3345,1,0,@Afanhassow @Abdulra35087998 @AmbYussufHaji 🤣🤣🤣🤣 depression aaaa
148,2021-12-05 14:09:42+00:00,cooem1,0,9,"RT @study_hacker: 悔しくて悲しくて落ち込んだ感情を無視して「つらくないフリ」をすると、状況をむしろ悪化させてしまう可能性が。

感情をありのままに見つめるほうが、つらいことを乗り越えやすい！

そのために、自分に “こんな問いかけ” をしてみてください♪

h…"
149,2021-12-05 14:09:42+00:00,meantomyself,0,8,RT @LemonyKlem: Chocolate cake with coffee for breakfast? Yes. See. The coffee is what makes it breakfast and not just depression.
150,2021-12-05 14:09:42+00:00,lwh_acoustic,0,0,@allgoodyears im sorry. i dont need my depression to be made into a fun song okay /hj
151,2021-12-05 14:09:39+00:00,Depression_BTS,0,60182,RT @JmPwolo_: ส่งต่อการ์ดยอร์ชสบงไม่มีตำหนิ #.ตลาดนัดลำยอง https://t.co/zxmyq9m54n
152,2021-12-05 14:09:37+00:00,dulxcna,0,0,"@txt_introvert First im sorry for your lost, i know its really hard for you. Sad, angry and get enough to be depres… https://t.co/4gcOtlWOrA"
153,2021-12-05 14:09:36+00:00,TaleOfTrees,0,0,"@Zongers @AqibnawazMr @Zongers
Zong 4G internet is becoming worst and worst day by day. It's very irritating annoyi… https://t.co/JGL4jJ6oin"
154,2021-12-05 14:09:36+00:00,HostetterGmail,0,0,We honor him and his service to our country. These men knew Real hardship-Great Depression as kids and warriors bat… https://t.co/lI2UTqcVqF
155,2021-12-05 14:09:35+00:00,niightphantom,0,1,RT @IdontKn99460522: If you work hard enough you can replace depression with exhaustion
156,2021-12-05 14:09:32+00:00,hecates_library,0,0,"I’m just trying to keep my body going and my depression from killing me, I work full time in retail at the worst ti… https://t.co/9Ldk0rjxHZ"
157,2021-12-05 14:09:32+00:00,rogersfitness1,0,2,"RT @FryPeggy1: #22for22 #PTSD  #anxiety #SuicideAwareness #Depression 
 
Day 339 of 365
Any time any where
To Vets &amp; anyone who suffers
One…"
158,2021-12-05 14:09:30+00:00,afiqahjais,0,7573,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
159,2021-12-05 14:09:28+00:00,EricOfRivia,0,0,Today seems like a good day for crippling depression.
160,2021-12-05 14:09:28+00:00,ASAPJollofy,0,1,RT @deemoneysos: Literally would fall in depression without God and music
161,2021-12-05 14:09:27+00:00,alwaysbringhope,1,0,"1% human, 99% depression"
162,2021-12-05 14:09:26+00:00,Littlegray28,0,17,"RT @WolvesforKamala: Ok y’all, real talk. Stop saying chirpy shit like if someone didn’t go through their childhood abuse and gaslighting t…"
163,2021-12-05 14:09:26+00:00,MamaToronto,0,427,"RT @maosbot: ""Fatigue"" similarly does no justice to the experience. Fatigue means there is less of you. You are less. You can't, just can't…"
164,2021-12-05 14:09:24+00:00,nopimping,0,53,"RT @ljmontello: @ElijahSchaffer Almost every storied Christmas ""tradition"" in America was created in a New York ad office in the 30s &amp; 40s…"
165,2021-12-05 14:09:24+00:00,RhythmWellness,0,0,"Not every day is good, but there is good in every day!

Don’t forget to smile 😁 things always work out in the end…i… https://t.co/grm9QJAUOA"
166,2021-12-05 14:09:22+00:00,queerhabibi,2,0,pipeline to depression 👍 https://t.co/efN0yXSb4c
167,2021-12-05 14:09:18+00:00,Cheryl25044450,0,4,"RT @MeidasCeejay: Good morning #MeidasMighty

Happy Sunday! I want to remind everyone that it's important to take care of your mental healt…"
